Index,X Axis,ONOISE,INOISE
30,1.9498445997580434,2.53390166319694E-4,1.7168109061686776E-10
31,1.9952623149688775,2.4720533490325244E-4,1.674907044647672E-10
32,2.041737944669527,2.4117171476300644E-4,1.6340276929166354E-10
33,2.089296130854037,2.352856030207552E-4,1.5941477630171515E-10
34,2.1379620895022295,2.2954338762044835E-4,1.5552427822624767E-10
35,2.18776162394955,2.2394154508068387E-4,1.5172888781268017E-10
36,2.2387211385683368,2.184766383250841E-4,1.4802627635060942E-10
37,2.2908676527677696,2.1314531457039827E-4,1.44414172234143E-10
38,2.344228815319919,2.0794430322607E-4,1.4089035955958422E-10
39,2.398832919019487,2.0287041391131138E-4,1.3745267675760086E-10
40,2.4547089156850266,1.9792053447005055E-4,1.3409901525902764E-10
41,2.511886431509576,1.9309162904103673E-4,1.3082731819347436E-10
42,2.5703957827688595,1.883807362031677E-4,1.276355791199334E-10
43,2.6302679918953773,1.8378496712951616E-4,1.2452184078859693E-10
44,2.6915348039269107,1.793015038227431E-4,1.214841939331155E-10
45,2.7542287033381614,1.749275973587705E-4,1.185207760925514E-10
46,2.8183829312644484,1.7066056620387515E-4,1.1562977046229213E-10
47,2.8840315031266,1.6649779455984778E-4,1.1280940477321323E-10
48,2.95120922666638,1.6243673073836775E-4,1.1005795019839494E-10
49,3.0199517204020103,1.5847488559544783E-4,1.073737202867135E-10
50,3.0902954325135847,1.5460983100341107E-4,1.0475506992264737E-10
51,3.162277660168373,1.5083919833462753E-4,1.0220039431165086E-10
52,3.235936569296276,1.4716067702639124E-4,9.970812799046733E-11
53,3.311311214825904,1.4357201312385748E-4,9.72767438617685E-11
54,3.3884415613920185,1.4007100792206193E-4,9.490475225251984E-11
55,3.467368504525309,1.36655516586017E-4,9.259069999548956E-11
56,3.548133892335747,1.3332344684528454E-4,9.033316953332995E-11
57,3.6307805477010056,1.300727576941167E-4,8.813077804467796E-11
58,3.7153522909717167,1.269014581396608E-4,8.598217659173032E-11
59,3.801893963205603,1.2380760596558075E-4,8.388604928876785E-11
60,3.8904514499427965,1.2078930654138842E-4,8.184111249111035E-11
61,3.981071705534963,1.1784471166308406E-4,7.98461140040021E-11
62,4.0738027780411175,1.149720183941506E-4,7.789983231093597E-11
63,4.168693834703343,1.1216946797178124E-4,7.600107582093788E-11
64,4.2657951880159155,1.0943534471733296E-4,7.41486821343466E-11
65,4.365158322401649,1.067679749767283E-4,7.234151732663165E-11
66,4.466835921509619,1.0416572608965318E-4,7.057847524980727E-11
67,4.570881896148738,1.0162700539365207E-4,6.885847685100906E-11
68,4.677351412871969,9.915025922812083E-5,6.7180469507811E-11
69,4.786300923226371,9.673397198733563E-5,6.554342637987055E-11
70,4.897788193684448,9.437666518446008E-5,6.394634577650153E-11
71,5.011872336272709,9.207689653882917E-5,6.238825053978144E-11
72,5.128613839913634,8.983325909015563E-5,6.086818744281231E-11
73,5.248074602497711,8.764438033215428E-5,5.938522660276168E-11
74,5.3703179637025125,8.550892136946344E-5,5.793846090832034E-11
75,5.49540873857623,8.342557608912535E-5,5.652700546122255E-11
76,5.623413251903474,8.139307035482429E-5,5.514999703148235E-11
77,5.754399373371552,7.941016123237511E-5,5.380659352600926E-11
78,5.888436553555872,7.74756362129667E-5,5.249597347027365E-11
79,6.025595860743559,7.558831247467977E-5,5.121733550270154E-11
80,6.165950018614802,7.374703615427881E-5,4.996989788148529E-11
81,6.309573444801912,7.195068163010932E-5,4.8752898003505235E-11
