# TEMPERATURE = 2.500000e+01
# X W(GMIDN) W(INN) W(CGSN) W(CGSON) W(CGDON) W(CBDN) W(VEAN) W(VDSATN) W(GDSN)
3.40000000000e-01 2.89599620152e+01 2.01728882904e-09 7.98692774630e-04 2.00519025534e-10 2.00268734184e-10 4.80681856561e-10 6.51791228837e+00 3.40676525123e-02 3.18144532803e-10
3.50000000000e-01 2.86123665087e+01 2.69014843350e-09 9.29636490859e-04 2.00520221894e-10 2.00282385679e-10 4.80579597147e-10 6.57307818775e+00 3.41532323068e-02 4.20699831448e-10
3.60000000000e-01 2.82311035825e+01 3.57440271021e-09 1.08145482981e-03 2.00521338652e-10 2.00295764472e-10 4.80489300435e-10 6.63538871500e+00 3.42650611326e-02 5.53735036650e-10
3.70000000000e-01 2.78170640820e+01 4.73047637752e-09 1.25530452642e-03 2.00522381769e-10 2.00308830786e-10 4.80414681402e-10 6.70532488757e+00 3.44101954314e-02 7.25186892241e-10
3.80000000000e-01 2.73722879348e+01 6.23364224990e-09 1.45187199333e-03 2.00523356737e-10 2.00321547507e-10 4.80359609016e-10 6.78328797204e+00 3.45971357267e-02 9.44640393757e-10
3.90000000000e-01 2.68999997024e+01 8.17687513018e-09 1.67130057950e-03 2.00524268614e-10 2.00333880847e-10 4.80328048044e-10 6.86958152996e+00 3.48359369962e-02 1.22355071786e-09
4.00000000000e-01 2.64045188903e+01 1.06740861361e-08 1.91314644952e-03 2.00525122053e-10 2.00345800921e-10 4.80324008107e-10 6.96440365984e+00 3.51382574445e-02 1.57547552479e-09
4.10000000000e-01 2.58910254382e+01 1.38637905765e-08 2.17636587074e-03 2.00525921339e-10 2.00357282213e-10 4.80351500538e-10 7.06785384437e+00 3.55173244261e-02 2.01631936861e-09
4.20000000000e-01 2.53651852307e+01 1.79132771517e-08 2.45933416110e-03 2.00526670418e-10 2.00368303893e-10 4.80414502538e-10 7.17995699977e+00 3.59878018248e-02 2.56459088711e-09
4.30000000000e-01 2.48326724269e+01 2.30233495266e-08 2.75989457618e-03 2.00527372921e-10 2.00378850011e-10 4.80516927968e-10 7.30070381439e+00 3.65655533581e-02 3.24166901408e-09
4.40000000000e-01 2.42986559895e+01 2.94336919777e-08 3.07543380153e-03 2.00528032194e-10 2.00388909529e-10 4.80662604586e-10 7.43010201916e+00 3.72673098335e-02 4.07206645105e-09
4.50000000000e-01 2.37673357919e+01 3.74288605795e-08 3.40297924770e-03 2.00528651320e-10 2.00398476227e-10 4.80855258186e-10 7.56822931353e+00 3.81102626094e-02 5.08366842568e-09
4.60000000000e-01 2.32416102047e+01 4.73448193982e-08 3.73931197950e-03 2.00529233137e-10 2.00407548485e-10 4.81098504508e-10 7.71527697369e+00 3.91116167982e-02 6.30791504149e-09
4.70000000000e-01 2.27229310209e+01 5.95758340642e-08 4.08108801231e-03 2.00529780263e-10 2.00416128955e-10 4.81395849818e-10 7.87157456859e+00 4.02881427705e-02 7.77988916620e-09
4.80000000000e-01 2.22113589183e+01 7.45814196119e-08 4.42496013313e-03 2.00530295113e-10 2.00424224163e-10 4.81750700757e-10 8.03759097435e+00 4.16557616212e-02 9.53827054778e-09
4.90000000000e-01 2.17057896693e+01 9.28929303855e-08 4.76769255898e-03 2.00530779914e-10 2.00431844045e-10 4.82166383560e-10 8.21391273290e+00 4.32291902979e-02 1.16251207218e-08
5.00000000000e-01 2.12042915934e+01 1.15119290090e-07 5.10626168669e-03 2.00531236721e-10 2.00439001454e-10 4.82646172145e-10 8.40120558342e+00 4.50216582132e-02 1.40854713031e-08
5.10000000000e-01 2.07044854426e+01 1.41951299925e-07 5.43793780039e-03 2.00531667434e-10 2.00445711658e-10 4.83193324086e-10 8.60016712737e+00 4.70446936457e-02 1.69666997986e-08
5.20000000000e-01 2.02039075658e+01 1.74163939326e-07 5.76034463477e-03 2.00532073805e-10 2.00451991845e-10 4.83811123101e-10 8.81147769093e+00 4.93079688060e-02 2.03176926304e-08
5.30000000000e-01 1.97003171417e+01 2.12616097228e-07 6.07149583369e-03 2.00532457456e-10 2.00457860647e-10 4.84502926485e-10 9.03575368875e+00 5.18191890392e-02 2.41878157110e-08
5.40000000000e-01 1.91919289485e+01 2.58247254088e-07 6.36980930052e-03 2.00532819888e-10 2.00463337708e-10 4.85272215941e-10 9.27350480482e+00 5.45840139572e-02 2.86257387770e-08
5.50000000000e-01 1.86775683832e+01 3.12070786492e-07 6.65410198852e-03 2.00533162487e-10 2.00468443289e-10 4.86122650335e-10 9.52509434061e+00 5.76060043183e-02 3.36781884229e-08
5.60000000000e-01 1.81567537979e+01 3.75163788161e-07 6.92356870870e-03 2.00533486540e-10 2.00473197920e-10 4.87058119222e-10 9.79070156294e+00 6.08865954434e-02 3.93887312901e-08
5.70000000000e-01 1.76297145336e+01 4.48653579517e-07 7.17774902300e-03 2.00533793237e-10 2.00477622110e-10 4.88082796232e-10 1.00702854983e+01 6.44251033908e-02 4.57967065007e-08
5.80000000000e-01 1.70973540576e+01 5.33701381890e-07 7.41648630493e-03 2.00534083683e-10 2.00481736093e-10 4.89201191785e-10 1.03635507272e+01 6.82187724915e-02 5.29364291610e-08
5.90000000000e-01 1.65611683550e+01 6.31483918384e-07 7.63988270174e-03 2.00534358901e-10 2.00485559632e-10 4.90418204899e-10 1.06699167161e+01 7.22628717823e-02 6.08367714355e-08
6.00000000000e-01 1.60231308279e+01 7.43173925069e-07 7.84825315032e-03 2.00534619843e-10 2.00489111860e-10 4.91739174155e-10 1.09884927302e+01 7.65508440162e-02 6.95211954125e-08
6.10000000000e-01 1.54855560883e+01 8.69920674957e-07 8.04208090724e-03 2.00534867392e-10 2.00492411162e-10 4.93169928091e-10 1.13180603039e+01 8.10745054765e-02 7.90082680673e-08
6.20000000000e-01 1.49509555064e+01 1.01283161283e-06 8.22197634992e-03 2.00535102367e-10 2.00495475089e-10 4.94716835500e-10 1.16570647192e+01 8.58242892077e-02 8.93126413165e-08
6.30000000000e-01 1.44218966901e+01 1.17295607315e-06 8.38864016178e-03 2.00535325534e-10 2.00498320301e-10 4.96386856209e-10 1.20036161454e+01 9.07895196728e-02 1.00446438327e-07
6.40000000000e-01 1.39008771497e+01 1.35127182986e-06 8.54283147010e-03 2.00535537601e-10 2.00500962538e-10 4.98187593007e-10 1.23555002348e+01 9.59587040466e-02 1.12420958174e-07
6.50000000000e-01 1.33902195400e+01 1.54867494363e-06 8.68534107866e-03 2.00535739231e-10 2.00503416607e-10 5.00127345414e-10 1.27101972056e+01 1.01319824615e-01 1.25248598715e-07
6.60000000000e-01 1.28919926103e+01 1.76597307363e-06 8.81696962571e-03 2.00535931040e-10 2.00505696384e-10 5.02215166013e-10 1.30649078835e+01 1.06860617910e-01 1.38944902447e-07
6.70000000000e-01 1.24079588548e+01 2.00388214645e-06 8.93851029194e-03 2.00536113601e-10 2.00507814839e-10 5.04460920042e-10 1.34165848538e+01 1.12568828764e-01 1.53530649427e-07
6.80000000000e-01 1.19395472754e+01 2.26302605456e-06 9.05073556177e-03 2.00536287451e-10 2.00509784055e-10 5.06875348942e-10 1.37619668062e+01 1.18432430859e-01 1.69033950233e-07
6.90000000000e-01 1.14878478551e+01 2.54393890559e-06 9.15438748843e-03 2.00536453089e-10 2.00511615264e-10 5.09470138532e-10 1.40976142914e+01 1.24439808911e-01 1.85492325428e-07
7.00000000000e-01 1.10536233450e+01 2.84706926485e-06 9.25017090773e-03 2.00536610984e-10 2.00513318891e-10 5.12257992431e-10 1.44199454156e+01 1.30579900946e-01 2.02954791681e-07
7.10000000000e-01 1.06373336759e+01 3.17278581838e-06 9.33874907310e-03 2.00536761570e-10 2.00514904590e-10 5.15252711368e-10 1.47252704096e+01 1.36842301882e-01 2.21484005800e-07
7.20000000000e-01 1.02391685594e+01 3.52138391837e-06 9.42074123178e-03 2.00536905257e-10 2.00516381291e-10 5.18469278957e-10 1.50098244830e+01 1.43217331604e-01 2.41158545262e-07
7.30000000000e-01 9.85908443061e+00 3.89309254045e-06 9.49672171943e-03 2.00537042426e-10 2.00517757245e-10 5.21923954515e-10 1.52697988637e+01 1.49696072042e-01 2.62075427827e-07
7.40000000000e-01 9.49684264611e+00 4.28808126771e-06 9.56722021098e-03 2.00537173434e-10 2.00519040067e-10 5.25634373464e-10 1.55013703931e+01 1.56270378352e-01 2.84352994887e-07
7.50000000000e-01 9.15204663592e+00 4.70646700587e-06 9.63272282443e-03 2.00537298616e-10 2.00520236780e-10 5.29619655847e-10 1.57007304892e+01 1.62932869421e-01 3.08134305585e-07
7.60000000000e-01 8.82417644001e+00 5.14832021903e-06 9.69367382908e-03 2.00537418285e-10 2.00521353858e-10 5.33900523446e-10 1.58641146753e+01 1.69676902632e-01 3.33591213993e-07
7.70000000000e-01 8.51261967607e+00 5.61367054941e-06 9.75047775835e-03 2.00537532735e-10 2.00522397263e-10 5.38499425959e-10 1.59878342035e+01 1.76496537340e-01 3.60929332510e-07
7.80000000000e-01 8.21669847509e+00 6.10251174497e-06 9.80350176957e-03 2.00537642243e-10 2.00523372488e-10 5.43440676652e-10 1.60683115702e+01 1.83386490836e-01 3.90394124112e-07
7.90000000000e-01 7.93569228209e+00 6.61480586473e-06 9.85307812879e-03 2.00537747066e-10 2.00524284590e-10 5.48750597804e-10 1.61021219166e+01 1.90342089944e-01 4.22278417100e-07
8.00000000000e-01 7.66885666798e+00 7.15048676432e-06 9.89950672847e-03 2.00537847449e-10 2.00525138225e-10 5.54457676234e-10 1.60860424084e+01 1.97359220725e-01 4.56931701980e-07
8.10000000000e-01 7.41543845415e+00 7.70946288415e-06 9.94305756994e-03 2.00537943619e-10 2.00525937679e-10 5.60592729028e-10 1.60171116772e+01 2.04434278174e-01 4.94771654631e-07
8.20000000000e-01 7.17468753475e+00 8.29161937378e-06 9.98397316212e-03 2.00538035791e-10 2.00526686898e-10 5.67189079485e-10 1.58927012295e+01 2.11564117307e-01 5.36298437044e-07
8.30000000000e-01 6.94586581383e+00 8.89681958734e-06 1.00224708030e-02 2.00538124167e-10 2.00527389517e-10 5.74282743085e-10 1.57106003326e+01 2.18746006582e-01 5.82112460880e-07
8.40000000000e-01 6.72825366925e+00 9.52490598134e-06 1.00587447231e-02 2.00538208938e-10 2.00528048882e-10 5.81912623089e-10 1.54691152010e+01 2.25977584271e-01 6.32936464089e-07
8.50000000000e-01 6.52115432898e+00 1.01757004362e-05 1.00929680779e-02 2.00538290283e-10 2.00528668077e-10 5.90120715046e-10 1.51671822403e+01 2.33256818151e-01 6.89642950034e-07
8.60000000000e-01 6.32389650479e+00 1.08490040099e-05 1.01252947848e-02 2.00538368369e-10 2.00529249943e-10 5.98952319178e-10 1.48044935832e+01 2.40581968637e-01 7.53288272764e-07
8.70000000000e-01 6.13583558378e+00 1.15445961143e-05 1.01558612049e-02 2.00538443356e-10 2.00529797099e-10 6.08456259160e-10 1.43816311114e+01 2.47951555377e-01 8.25154916419e-07
8.80000000000e-01 5.95635363287e+00 1.22622330876e-05 1.01847876714e-02 2.00538515394e-10 2.00530311961e-10 6.18685105308e-10 1.39002025960e+01 2.55364327204e-01 9.06803796606e-07
8.90000000000e-01 5.78485843135e+00 1.30016461114e-05 1.02121798735e-02 2.00538584624e-10 2.00530796758e-10 6.29695399568e-10 1.33629705873e+01 2.62819235269e-01 1.00013867391e-06
9.00000000000e-01 5.62078171440e+00 1.37625384016e-05 1.02381301020e-02 2.00538651181e-10 2.00531253546e-10 6.41547879022e-10 1.27739614899e+01 2.70315409153e-01 1.10748495210e-06
9.10000000000e-01 5.46357679039e+00 1.45445815772e-05 1.02627183663e-02 2.00538715189e-10 2.00531684227e-10 6.54307693734e-10 1.21385392741e+01 2.77852135716e-01 1.23168512575e-06
9.20000000000e-01 5.31271569214e+00 1.53474110936e-05 1.02860133948e-02 2.00538776768e-10 2.00532090555e-10 6.68044613886e-10 1.14634261502e+01 2.85428840454e-01 1.37621276387e-06
9.30000000000e-01 5.16768604070e+00 1.61706206122e-05 1.03080735257e-02 2.00538836030e-10 2.00532474152e-10 6.82833220002e-10 1.07566520669e+01 2.93045071115e-01 1.54530588851e-06
9.40000000000e-01 5.02798784853e+00 1.70137551800e-05 1.03289475029e-02 2.00538893083e-10 2.00532836521e-10 6.98753068934e-10 1.00274169938e+01 3.00700483362e-01 1.74411853063e-06
9.50000000000e-01 4.89313057106e+00 1.78763031218e-05 1.03486751853e-02 2.00538948026e-10 2.00533179049e-10 7.15888826940e-10 9.28585538558e+00 3.08394828246e-01 1.97888559488e-06
9.60000000000e-01 4.76263083640e+00 1.87576866093e-05 1.03672881822e-02 2.00539000956e-10 2.00533503023e-10 7.34330359809e-10 8.54270135336e+00 3.16127941317e-01 2.25709035223e-06
9.70000000000e-01 4.63601143421e+00 1.96572509991e-05 1.03848104248e-02 2.00539051962e-10 2.00533809636e-10 7.54172768577e-10 7.80886552554e+00 3.23899733165e-01 2.58761542783e-06
9.80000000000e-01 4.51280230413e+00 2.05742532360e-05 1.04012586860e-02 2.00539101131e-10 2.00534099991e-10 7.75516357948e-10 7.09494898971e+00 3.31710181226e-01 2.98084707608e-06
9.90000000000e-01 4.39254437563e+00 2.15078499145e-05 1.04166430585e-02 2.00539148543e-10 2.00534375114e-10 7.98466523227e-10 6.41073368178e+00 3.39559322691e-01 3.44868997354e-06
1.00000000000e+00 4.27479708373e+00 2.24570859834e-05 1.04309674037e-02 2.00539194275e-10 2.00534635956e-10 8.23133540476e-10 5.76469900384e+00 3.47447248360e-01 4.00443877907e-06
1.01000000000e+00 4.15915009298e+00 2.34208855228e-05 1.04442297816e-02 2.00539238400e-10 2.00534883400e-10 8.49632243823e-10 5.16361813328e+00 3.55374097276e-01 4.66244891918e-06
1.02000000000e+00 4.04523908803e+00 2.43980464280e-05 1.04564228729e-02 2.00539280987e-10 2.00535118268e-10 8.78081573604e-10 4.61228215271e+00 3.63340051998e-01 5.43756021198e-06
1.03000000000e+00 3.93276440019e+00 2.53872410490e-05 1.04675344041e-02 2.00539322103e-10 2.00535341322e-10 9.08603979356e-10 4.11338533647e+00 3.71345334355e-01 6.34426045138e-06
1.04000000000e+00 3.82150990089e+00 2.63870246678e-05 1.04775475872e-02 2.00539361810e-10 2.00535553274e-10 9.41324662827e-10 3.66758266004e+00 3.79390201551e-01 7.39563390917e-06
1.05000000000e+00 3.71135843135e+00 2.73958529901e-05 1.04864415814e-02 2.00539400167e-10 2.00535754785e-10 9.76370648169e-10 3.27370515596e+00 3.87474942512e-01 8.60221231554e-06
1.06000000000e+00 3.60229966031e+00 2.84121085774e-05 1.04941919893e-02 2.00539437230e-10 2.00535946470e-10 1.01386966941e-09 2.92909580943e+00 3.95599874402e-01 9.97090964833e-06
1.07000000000e+00 3.49442717250e+00 2.94341345539e-05 1.05007713925e-02 2.00539473053e-10 2.00536128904e-10 1.05394886923e-09 2.63001367690e+00 4.03765339299e-01 1.15042459150e-05
1.08000000000e+00 3.38792380471e+00 3.04602724285e-05 1.05061499361e-02 2.00539507688e-10 2.00536302624e-10 1.09673330815e-09 2.37205013672e+00 4.11971701051e-01 1.32000267627e-05
1.09000000000e+00 3.28303710492e+00 3.14888999667e-05 1.05102959651e-02 2.00539541182e-10 2.00536468128e-10 1.14234428930e-09 2.15050863388e+00 4.20219342386e-01 1.50515488166e-05
1.10000000000e+00 3.18004919956e+00 3.25184650669e-05 1.05131767160e-02 2.00539573582e-10 2.00536625884e-10 1.19089751164e-09 1.96071469274e+00 4.28508662333e-01 1.70482783418e-05
1.11000000000e+00 3.07924637930e+00 3.35475125155e-05 1.05147590629e-02 2.00539604932e-10 2.00536776330e-10 1.24250107305e-09 1.79824122062e+00 4.36840074028e-01 1.91768498415e-05
1.12000000000e+00 2.98089309573e+00 3.45747019857e-05 1.05150103147e-02 2.00539635274e-10 2.00536919871e-10 1.29725335460e-09 1.65905029816e+00 4.45214002909e-01 2.14221859725e-05
1.13000000000e+00 2.88521328432e+00 3.55988171961e-05 1.05138990543e-02 2.00539664648e-10 2.00537056892e-10 1.35524082770e-09 1.53956367814e+00 4.53630885300e-01 2.37685563574e-05
1.14000000000e+00 2.79237983908e+00 3.66187673631e-05 1.05113960100e-02 2.00539693091e-10 2.00537187748e-10 1.41653583610e-09 1.43667937359e+00 4.62091167333e-01 2.62004504134e-05
1.15000000000e+00 2.70251138687e+00 3.76335827519e-05 1.05074749417e-02 2.00539720640e-10 2.00537312776e-10 1.48119441428e-09 1.34775208282e+00 4.70595304150e-01 2.87032085576e-05
1.16000000000e+00 2.61567457494e+00 3.86424062956e-05 1.05021135231e-02 2.00539747330e-10 2.00537432289e-10 1.54925421128e-09 1.27055262422e+00 4.79143759319e-01 3.12634137088e-05
1.17000000000e+00 2.53188985765e+00 3.96444830475e-05 1.04952941974e-02 2.00539773193e-10 2.00537546580e-10 1.62073259415e-09 1.20321779256e+00 4.87737004408e-01 3.38690805134e-05
1.18000000000e+00 2.45113900982e+00 4.06391488515e-05 1.04870049827e-02 2.00539798261e-10 2.00537655927e-10 1.69562500695e-09 1.14419831582e+00 4.96375518665e-01 3.65096939191e-05
1.19000000000e+00 2.37337304614e+00 4.16258191919e-05 1.04772401991e-02 2.00539822564e-10 2.00537760588e-10 1.77390365849e-09 1.09220951421e+00 5.05059788774e-01 3.91761479245e-05
1.20000000000e+00 2.29851969822e+00 4.26039788143e-05 1.04660010949e-02 2.00539846131e-10 2.00537860807e-10 1.85551660586e-09 1.04618701861e+00 5.13790308655e-01 4.18606266985e-05
