# TEMPERATURE = 2.500000e+01
# X W(GMIDP) W(INP) W(CGSP) W(CGSOP) W(CGDOP) W(CBDP) W(VEAP) W(VDSATP) W(GDSP)
5.30000000000e-01 1.22376243069e+01 9.63029407081e-07 8.18627573752e-03 2.23768324933e-10 2.22475785766e-10 3.52528977947e-10 7.56912141763e+00 -1.13679746191e-01 1.30852067952e-07
5.40000000000e-01 1.16021878513e+01 1.08482476982e-06 8.32656034636e-03 2.23774605387e-10 2.22570721974e-10 3.54032987786e-10 7.52671401894e+00 -1.19968260281e-01 1.48231564105e-07
5.50000000000e-01 1.10173339561e+01 1.21459327080e-06 8.45521624820e-03 2.23780542234e-10 2.22659217391e-10 3.55644101224e-10 7.46093979364e+00 -1.26355261240e-01 1.67426365123e-07
5.60000000000e-01 1.04791028948e+01 1.35227362872e-06 8.57320614661e-03 2.23786157759e-10 2.22741627831e-10 3.57368775335e-10 7.37332141530e+00 -1.32832807869e-01 1.88620080672e-07
5.70000000000e-01 9.98350106637e+00 1.49780253241e-06 8.68144763834e-03 2.23791472608e-10 2.22818308742e-10 3.59213963566e-10 7.26550444733e+00 -1.39394510888e-01 2.12019253484e-07
5.80000000000e-01 9.52665716078e+00 1.65111577277e-06 8.78080498703e-03 2.23796505921e-10 2.22889610915e-10 3.61187153307e-10 7.13921405908e+00 -1.46035247537e-01 2.37855739641e-07
5.90000000000e-01 9.10491746573e+00 1.81214861384e-06 8.87208433389e-03 2.23801275453e-10 2.22955876996e-10 3.63296405790e-10 6.99622138233e+00 -1.52750917565e-01 2.66389302776e-07
6.00000000000e-01 8.71489727205e+00 1.98083567122e-06 8.95603158002e-03 2.23805797681e-10 2.23017438752e-10 3.65550398570e-10 6.83831715067e+00 -1.59538240007e-01 2.97910439949e-07
6.10000000000e-01 8.35350196936e+00 2.15711049288e-06 9.03333228449e-03 2.23810087910e-10 2.23074614995e-10 3.67958470893e-10 6.66729070479e+00 -1.66394587228e-01 3.32743448559e-07
6.20000000000e-01 8.01792816962e+00 2.34090497747e-06 9.10461303246e-03 2.23814160362e-10 2.23127710106e-10 3.70530672214e-10 6.48491289220e+00 -1.73317851475e-01 3.71249734440e-07
6.30000000000e-01 7.70565240139e+00 2.53214871733e-06 9.17044383017e-03 2.23818028262e-10 2.23177013052e-10 3.73277814148e-10 6.29292178491e+00 -1.80306338816e-01 4.13831350666e-07
6.40000000000e-01 7.41441268520e+00 2.73076831915e-06 9.23134117548e-03 2.23821703914e-10 2.23222796831e-10 3.76211526111e-10 6.09301046224e+00 -1.87358685630e-01 4.60934744081e-07
6.50000000000e-01 7.14218660298e+00 2.93668673122e-06 9.28777153104e-03 2.23825198774e-10 2.23265318274e-10 3.79344314937e-10 5.88681635852e+00 -1.94473793307e-01 5.13054671543e-07
6.60000000000e-01 6.88716823280e+00 3.14982258982e-06 9.34015499367e-03 2.23828523513e-10 2.23304818114e-10 3.82689628712e-10 5.67591186206e+00 -2.01650777468e-01 5.70738229729e-07
6.70000000000e-01 6.64774543824e+00 3.37008958817e-06 9.38886900689e-03 2.23831688079e-10 2.23341521285e-10 3.86261925093e-10 5.46179598630e+00 -2.08888928621e-01 6.34588920726e-07
6.80000000000e-01 6.42247839362e+00 3.59739586520e-06 9.43425200718e-03 2.23834701750e-10 2.23375637394e-10 3.90076744338e-10 5.24588702568e+00 -2.16187681748e-01 7.05270650256e-07
6.90000000000e-01 6.21007981732e+00 3.83164340953e-06 9.47660692820e-03 2.23837573185e-10 2.23407361299e-10 3.94150787291e-10 5.02951616815e+00 -2.23546592807e-01 7.83511526104e-07
7.00000000000e-01 6.00939711907e+00 4.07272747368e-06 9.51620451362e-03 2.23840310469e-10 2.23436873798e-10 3.98501998514e-10 4.81392207156e+00 -2.30965320574e-01 8.70107291654e-07
7.10000000000e-01 5.81939649938e+00 4.32053599477e-06 9.55328640893e-03 2.23842921158e-10 2.23464342350e-10 4.03149654753e-10 4.60024642878e+00 -2.38443612557e-01 9.65924194046e-07
7.20000000000e-01 5.63914893805e+00 4.57494902018e-06 9.58806801751e-03 2.23845412315e-10 2.23489921843e-10 4.08114458878e-10 4.38953055160e+00 -2.45981294036e-01 1.07190104992e-06
7.30000000000e-01 5.46781795260e+00 4.83583813971e-06 9.62074111689e-03 2.23847790549e-10 2.23513755369e-10 4.13418639397e-10 4.18271299953e+00 -2.53578259451e-01 1.18905023614e-06
7.40000000000e-01 5.30464897946e+00 5.10306592885e-06 9.65147623881e-03 2.23850062044e-10 2.23535974989e-10 4.19086055586e-10 3.98062827056e+00 -2.61234465589e-01 1.31845730139e-06
7.50000000000e-01 5.14896022027e+00 5.37648541177e-06 9.68042482171e-03 2.23852232592e-10 2.23556702493e-10 4.25142308194e-10 3.78400655745e+00 -2.68949926115e-01 1.46127887133e-06
7.60000000000e-01 5.00013479576e+00 5.65593955597e-06 9.70772114785e-03 2.23854307624e-10 2.23576050126e-10 4.31614855610e-10 3.59347455785e+00 -2.76724707119e-01 1.61873850967e-06
7.70000000000e-01 4.85761405500e+00 5.94126081410e-06 9.73348407909e-03 2.23856292227e-10 2.23594121289e-10 4.38533135258e-10 3.40955731052e+00 -2.84558923431e-01 1.79212020575e-06
7.80000000000e-01 4.72089189527e+00 6.23227073210e-06 9.75781860641e-03 2.23858191177e-10 2.23611011202e-10 4.45928689847e-10 3.23268101315e+00 -2.92452735506e-01 1.98275919226e-06
7.90000000000e-01 4.58950995596e+00 6.52877964491e-06 9.78081722854e-03 2.23860008955e-10 2.23626807536e-10 4.53835297969e-10 3.06317676163e+00 -3.00406346750e-01 2.19202985895e-06
8.00000000000e-01 4.46305355705e+00 6.83058648338e-06 9.80256117485e-03 2.23861749772e-10 2.23641590998e-10 4.62289108316e-10 2.90128513496e+00 -3.08420001178e-01 2.42133062474e-06
8.10000000000e-01 4.34114825967e+00 7.13747871652e-06 9.82312148726e-03 2.23863417582e-10 2.23655435887e-10 4.71328776598e-10 2.74716153669e+00 -3.16493981324e-01 2.67206576253e-06
8.20000000000e-01 4.22345693183e+00 7.44923245278e-06 9.84255997488e-03 2.23865016105e-10 2.23668410603e-10 4.80995603956e-10 2.60088219046e+00 -3.24628606354e-01 2.94562433608e-06
8.30000000000e-01 4.10967720846e+00 7.76561272196e-06 9.86093005470e-03 2.23866548838e-10 2.23680578127e-10 4.91333675399e-10 2.46245067718e+00 -3.32824230337e-01 3.24335660119e-06
8.40000000000e-01 3.99953924128e+00 8.08637395531e-06 9.87827749044e-03 2.23868019074e-10 2.23691996464e-10 5.02389996414e-10 2.33180489218e+00 -3.41081240653e-01 3.56654843097e-06
8.50000000000e-01 3.89280364201e+00 8.41126067610e-06 9.89464104092e-03 2.23869429913e-10 2.23702719043e-10 5.14214625558e-10 2.20882429468e+00 -3.49400056498e-01 3.91639453218e-06
8.60000000000e-01 3.78925953258e+00 8.74000840549e-06 9.91005302857e-03 2.23870784276e-10 2.23712795102e-10 5.26860800359e-10 2.09333731840e+00 -3.57781127501e-01 4.29397140473e-06
8.70000000000e-01 3.68872262867e+00 9.07234478013e-06 9.92453983768e-03 2.23872084916e-10 2.23722270027e-10 5.40385053415e-10 1.98512881180e+00 -3.66224932415e-01 4.70021113803e-06
8.80000000000e-01 3.59103329857e+00 9.40799086867e-06 9.93812235173e-03 2.23873334429e-10 2.23731185673e-10 5.54847315041e-10 1.88394737949e+00 -3.74731977891e-01 5.13587721415e-06
8.90000000000e-01 3.49605455698e+00 9.74666266476e-06 9.95081633802e-03 2.23874535266e-10 2.23739580654e-10 5.70310998241e-10 1.78951250341e+00 -3.83302797333e-01 5.60154348180e-06
9.00000000000e-01 3.40366997292e+00 1.00880727253e-05 9.96263278776e-03 2.23875689738e-10 2.23747490610e-10 5.86843061209e-10 1.70152133244e+00 -3.91937949815e-01 6.09757736860e-06
9.10000000000e-01 3.31378149020e+00 1.04319319147e-05 9.97357821901e-03 2.23876800030e-10 2.23754948455e-10 6.04514041926e-10 1.61965504298e+00 -4.00638019075e-01 6.62412821239e-06
9.20000000000e-01 3.22630717745e+00 1.07779512106e-05 9.98365494972e-03 2.23877868205e-10 2.23761984599e-10 6.23398058829e-10 1.54358468989e+00 -4.09403612575e-01 7.18112132850e-06
9.30000000000e-01 3.14117893999e+00 1.11258435233e-05 9.99286134764e-03 2.23878896213e-10 2.23768627152e-10 6.43572770902e-10 1.47297648570e+00 -4.18235360635e-01 7.76825811080e-06
9.40000000000e-01 3.05834023738e+00 1.14753254789e-05 1.00011920638e-02 2.23879885901e-10 2.23774902114e-10 6.65119290003e-10 1.40749646642e+00 -4.27133915627e-01 8.38502212088e-06
9.50000000000e-01 2.97774385714e+00 1.18261191219e-05 1.00086382559e-02 2.23880839013e-10 2.23780833549e-10 6.88122037782e-10 1.34681452240e+00 -4.36099951243e-01 9.03069078400e-06
9.60000000000e-01 2.89934979635e+00 1.21779534938e-05 1.00151878080e-02 2.23881757201e-10 2.23786443738e-10 7.12668539191e-10 1.29060779240e+00 -4.45134161831e-01 9.70435201459e-06
9.70000000000e-01 2.82312329932e+00 1.25305660533e-05 1.00208255523e-02 2.23882642030e-10 2.23791753324e-10 7.38849144433e-10 1.23856343677e+00 -4.54237261790e-01 1.04049248636e-05
9.80000000000e-01 2.74903309204e+00 1.28837039124e-05 1.00255334990e-02 2.23883494983e-10 2.23796781446e-10 7.66756671264e-10 1.19038082111e+00 -4.63409985037e-01 1.11311831309e-05
9.90000000000e-01 2.67704984346e+00 1.32371248693e-05 1.00292910800e-02 2.23884317465e-10 2.23801545858e-10 7.96485959939e-10 1.14577315373e+00 -4.72653084535e-01 1.18817808234e-05
1.00000000000e+00 2.60714487163e+00 1.35905982299e-05 1.00320754114e-02 2.23885110807e-10 2.23806063037e-10 8.28133333797e-10 1.10446862968e+00 -4.81967331883e-01 1.26552783631e-05
1.01000000000e+00 2.53928910046e+00 1.39439054191e-05 1.00338615797e-02 2.23885876275e-10 2.23810348288e-10 8.61795959647e-10 1.06621113922e+00 -4.91353516962e-01 1.34501685361e-05
1.02000000000e+00 2.47345226163e+00 1.42968403860e-05 1.00346229555e-02 2.23886615066e-10 2.23814415833e-10 8.97571103718e-10 1.03076060155e+00 -5.00812447647e-01 1.42649013226e-05
1.03000000000e+00 2.40960232647e+00 1.46492098199e-05 1.00343315394e-02 2.23887328321e-10 2.23818278897e-10 9.35555281086e-10 9.97892984235e-01 -5.10344949561e-01 1.50979069199e-05
1.04000000000e+00 2.34770514542e+00 1.50008331912e-05 1.00329583412e-02 2.23888017120e-10 2.23821949786e-10 9.75843299200e-10 9.67400066390e-01 -5.19951865890e-01 1.59476164597e-05
1.05000000000e+00 2.28772426791e+00 1.53515426410e-05 1.00304737937e-02 2.23888682492e-10 2.23825439954e-10 1.01852719931e-09 9.39088999513e-01 -5.29634057243e-01 1.68124801057e-05
1.06000000000e+00 2.22962091308e+00 1.57011827390e-05 1.00268482030e-02 2.23889325412e-10 2.23828760075e-10 1.06369510345e-09 9.12781714838e-01 -5.39392401554e-01 1.76909823851e-05
1.07000000000e+00 2.17335406105e+00 1.60496101349e-05 1.00220522313e-02 2.23889946811e-10 2.23831920097e-10 1.11142997864e-09 8.88314219976e-01 -5.49227794037e-01 1.85816547469e-05
1.08000000000e+00 2.11888063619e+00 1.63966931227e-05 1.00160574104e-02 2.23890547571e-10 2.23834929297e-10 1.16180833475e-09 8.65535821632e-01 -5.59141147166e-01 1.94830854569e-05
1.09000000000e+00 2.06615575578e+00 1.67423111404e-05 1.00088366808e-02 2.23891128533e-10 2.23837796335e-10 1.21489887681e-09 8.44308305138e-01 -5.69133390707e-01 2.03939270177e-05
1.10000000000e+00 2.01513302105e+00 1.70863542230e-05 1.00003649487e-02 2.23891690499e-10 2.23840529297e-10 1.27076113729e-09 8.24505095854e-01 -5.79205471774e-01 2.13129013585e-05
1.11000000000e+00 1.96576483081e+00 1.74287224256e-05 9.99061965222e-03 2.23892234230e-10 2.23843135737e-10 1.32944411815e-09 8.06010422365e-01 -5.89358354923e-01 2.22388030709e-05
1.12000000000e+00 1.91800270195e+00 1.77693252301e-05 9.97958132755e-03 2.23892760453e-10 2.23845622721e-10 1.39098497597e-09 7.88718496760e-01 -5.99593022272e-01 2.31705009735e-05
1.13000000000e+00 1.87179758401e+00 1.81080809484e-05 9.96723416071e-03 2.23893269860e-10 2.23847996855e-10 1.45540778616e-09 7.72532723390e-01 -6.09910473655e-01 2.41069382872e-05
1.14000000000e+00 1.82710015888e+00 1.84449161309e-05 9.95356651382e-03 2.23893763111e-10 2.23850264324e-10 1.52272242381e-09 7.57364944149e-01 -6.20311726796e-01 2.50471316828e-05
1.15000000000e+00 1.78386111881e+00 1.87797649887e-05 9.93857141092e-03 2.23894240835e-10 2.23852430920e-10 1.59292359868e-09 7.43134725572e-01 -6.30797817513e-01 2.59901694437e-05
1.16000000000e+00 1.74203141864e+00 1.91125688344e-05 9.92224696968e-03 2.23894703633e-10 2.23854502071e-10 1.66599008008e-09 7.29768690876e-01 -6.41369799940e-01 2.69352089547e-05
1.17000000000e+00 1.70156250008e+00 1.94432755465e-05 9.90459676569e-03 2.23895152078e-10 2.23856482867e-10 1.74188414416e-09 7.17199898293e-01 -6.52028746778e-01 2.78814737029e-05
1.18000000000e+00 1.66240648702e+00 1.97718390607e-05 9.88563011690e-03 2.23895586718e-10 2.23858378080e-10 1.82055127076e-09 7.05367265756e-01 -6.62775749560e-01 2.88282499475e-05
1.19000000000e+00 1.62451635244e+00 2.00982188891e-05 9.86536227792e-03 2.23896008074e-10 2.23860192193e-10 1.90192011025e-09 6.94215040977e-01 -6.73611918943e-01 2.97748831858e-05
1.20000000000e+00 1.58784605790e+00 2.04223796680e-05 9.84381453616e-03 2.23896416645e-10 2.23861929413e-10 1.98590273285e-09 6.83692315259e-01 -6.84538385010e-01 3.07207745241e-05
