# TEMPERATURE = 2.500000e+01
# X W(GMIDN) W(INN) W(CGSN) W(CGSON) W(CGDON) W(CBDN) W(VEAN) W(VDSATN) W(GDSN)
5.40000000000e-01 7.18024681002e+00 1.15827072189e-05 9.90710745467e-03 2.32011075280e-10 2.30986969375e-10 4.30758549800e-10 1.00087385714e+01 2.32604735334e-01 1.18958540105e-06
5.50000000000e-01 6.93956720252e+00 1.24269924073e-05 9.94631538643e-03 2.32016138172e-10 2.31062446754e-10 4.36507041417e-10 9.86827912119e+00 2.40485823667e-01 1.29446258110e-06
5.60000000000e-01 6.71295703646e+00 1.33017102797e-05 9.98358721353e-03 2.32020927221e-10 2.31132725085e-10 4.42700395537e-10 9.68746313801e+00 2.48404568220e-01 1.41143965230e-06
5.70000000000e-01 6.49918018365e+00 1.42066882128e-05 1.00190733394e-02 2.32025460024e-10 2.31198108591e-10 4.49374820548e-10 9.46567214692e+00 2.56360931157e-01 1.54278811251e-06
5.80000000000e-01 6.29709433341e+00 1.51417258567e-05 1.00529049204e-02 2.32029752891e-10 2.31258897481e-10 4.56569521805e-10 9.20277732055e+00 2.64355056734e-01 1.69130276218e-06
5.90000000000e-01 6.10564187179e+00 1.61065879256e-05 1.00851959939e-02 2.32033820953e-10 2.31315384967e-10 4.64326923645e-10 8.89929162033e+00 2.72387232061e-01 1.86042857810e-06
6.00000000000e-01 5.92384032484e+00 1.71009958433e-05 1.01160453309e-02 2.32037678254e-10 2.31367854911e-10 4.72692899822e-10 8.55653778954e+00 2.80457855342e-01 2.05441520856e-06
6.10000000000e-01 5.75077270507e+00 1.81246180373e-05 1.01455380450e-02 2.32041337836e-10 2.31416580060e-10 4.81717010542e-10 8.17681940619e+00 2.88567410398e-01 2.27850166166e-06
6.20000000000e-01 5.58557810351e+00 1.91770586531e-05 1.01737469836e-02 2.32044811819e-10 2.31461820773e-10 4.91452743569e-10 7.76357477338e+00 2.96716446444e-01 2.53913124157e-06
6.30000000000e-01 5.42744293791e+00 2.02578444771e-05 1.02007339287e-02 2.32048111475e-10 2.31503824189e-10 5.01957756147e-10 7.32148578486e+00 3.04905562233e-01 2.84419194341e-06
6.40000000000e-01 5.27559340379e+00 2.13664099310e-05 1.02265506298e-02 2.32051247291e-10 2.31542823753e-10 5.13294113493e-10 6.85650816893e+00 3.13135393803e-01 3.20326929912e-06
6.50000000000e-01 5.12928987170e+00 2.25020801714e-05 1.02512396913e-02 2.32054229030e-10 2.31579039046e-10 5.25528518593e-10 6.37578873780e+00 3.21406605183e-01 3.62788608774e-06
6.60000000000e-01 4.98782419853e+00 2.36640526279e-05 1.02748353338e-02 2.32057065790e-10 2.31612675855e-10 5.38732526799e-10 5.88744280365e+00 3.29719881508e-01 4.13168605388e-06
6.70000000000e-01 4.85052109570e+00 2.48513777753e-05 1.02973640464e-02 2.32059766049e-10 2.31643926429e-10 5.52982737401e-10 5.40018303619e+00 3.38075924055e-01 4.73049822402e-06
6.80000000000e-01 4.71674468662e+00 2.60629405687e-05 1.03188451489e-02 2.32062337717e-10 2.31672969880e-10 5.68360952926e-10 4.92281903228e+00 3.46475446801e-01 5.44219921650e-06
6.90000000000e-01 4.58591099828e+00 2.72974447137e-05 1.03392912777e-02 2.32064788178e-10 2.31699972696e-10 5.84954295468e-10 4.46367954886e+00 3.54919174101e-01 6.28628228540e-06
7.00000000000e-01 4.45750618171e+00 2.85534026502e-05 1.03587088098e-02 2.32067124324e-10 2.31725089321e-10 6.02855267915e-10 4.03003717634e+00 3.63407839164e-01 7.28305701689e-06
7.10000000000e-01 4.33110869312e+00 2.98291345294e-05 1.03770982409e-02 2.32069352599e-10 2.31748462786e-10 6.22161746570e-10 3.62762712093e+00 3.71942182991e-01 8.45245574180e-06
7.20000000000e-01 4.20641175389e+00 3.11227792237e-05 1.03944545286e-02 2.32071479026e-10 2.31770225363e-10 6.42976890443e-10 3.26034010763e+00 3.80522953514e-01 9.81251555377e-06
7.30000000000e-01 4.08324082165e+00 3.24323192509e-05 1.04107674155e-02 2.32073509240e-10 2.31790499239e-10 6.65408951363e-10 2.93013481243e+00 3.89150904724e-01 1.13777214430e-05
7.40000000000e-01 3.96156047662e+00 3.37556194088e-05 1.04260217441e-02 2.32075448515e-10 2.31809397170e-10 6.89570968095e-10 2.63716778972e+00 3.97826795664e-01 1.31574949408e-05
7.50000000000e-01 3.84146674785e+00 3.50904763086e-05 1.04401977775e-02 2.32077301789e-10 2.31827023134e-10 7.15580326881e-10 2.38009434242e+00 4.06551389277e-01 1.51551410933e-05
7.60000000000e-01 3.72316431956e+00 3.64346736419e-05 1.04532715387e-02 2.32079073690e-10 2.31843472958e-10 7.43558170380e-10 2.15646635641e+00 4.15325451199e-01 1.73674912798e-05
7.70000000000e-01 3.60693208275e+00 3.77860367618e-05 1.04652151797e-02 2.32080768556e-10 2.31858834916e-10 7.73628637208e-10 1.96314899872e+00 4.24149748624e-01 1.97853151648e-05
7.80000000000e-01 3.49308345858e+00 3.91424804746e-05 1.04759973958e-02 2.32082390454e-10 2.31873190296e-10 8.05917915512e-10 1.79669390925e+00 4.33025049409e-01 2.23943850276e-05
7.90000000000e-01 3.38192864367e+00 4.05020456674e-05 1.04855838928e-02 2.32083943202e-10 2.31886613943e-10 8.40553096654e-10 1.65363238042e+00 4.41952121536e-01 2.51769364652e-05
8.00000000000e-01 3.27374440028e+00 4.18629228574e-05 1.04939379184e-02 2.32085430385e-10 2.31899174755e-10 8.77660819418e-10 1.53067765729e+00 4.50931732969e-01 2.81132268557e-05
8.10000000000e-01 3.16875422793e+00 4.32234631001e-05 1.05010208650e-02 2.32086855367e-10 2.31910936156e-10 9.17365701308e-10 1.42484415988e+00 4.59964651903e-01 3.11829419370e-05
8.20000000000e-01 3.06711897492e+00 4.45821783554e-05 1.05067929482e-02 2.32088221315e-10 2.31921956534e-10 9.59788561515e-10 1.33350116678e+00 4.69051647325e-01 3.43663000587e-05
8.30000000000e-01 2.96893603894e+00 4.59377341768e-05 1.05112139615e-02 2.32089531205e-10 2.31932289648e-10 1.00504444971e-09 1.25438080538e+00 4.78193489804e-01 3.76448059916e-05
8.40000000000e-01 2.87424449497e+00 4.72889376033e-05 1.05142441059e-02 2.32090787835e-10 2.31941985000e-10 1.05324050592e-09 1.18555794166e+00 4.87390952414e-01 4.10016813275e-05
8.50000000000e-01 2.78303354539e+00 4.86347226865e-05 1.05158448860e-02 2.32091993845e-10 2.31951088187e-10 1.10447368863e-09 1.12541541037e+00 4.96644811702e-01 4.44220379646e-05
8.60000000000e-01 2.69525221804e+00 4.99741354478e-05 1.05159800616e-02 2.32093151715e-10 2.31959641219e-10 1.15882842086e-09 1.07260374299e+00 5.05955848664e-01 4.78928712172e-05
8.70000000000e-01 2.61081890592e+00 5.13063194458e-05 1.05146166360e-02 2.32094263789e-10 2.31967682817e-10 1.21637421563e-09 1.02600099986e+00 5.15324849664e-01 5.14029412220e-05
8.80000000000e-01 2.52962994067e+00 5.26305026170e-05 1.05117258620e-02 2.32095332274e-10 2.31975248680e-10 1.27716335347e-09 9.84675734337e-01 5.24752607287e-01 5.49425958681e-05
8.90000000000e-01 2.45156684030e+00 5.39459856915e-05 1.05072842353e-02 2.32096359252e-10 2.31982371740e-10 1.34122869256e-09 9.47854422652e-01 5.34239921123e-01 5.85035722078e-05
9.00000000000e-01 2.37650216260e+00 5.52521322376e-05 1.05012744486e-02 2.32097346690e-10 2.31989082383e-10 1.40858169763e-09 9.14893674962e-01 5.43787598459e-01 6.20787995482e-05
9.10000000000e-01 2.30430406145e+00 5.65483602515e-05 1.04936862719e-02 2.32098296445e-10 2.31995408668e-10 1.47921077418e-09 8.85256991895e-01 5.53396454902e-01 6.56622171837e-05
9.20000000000e-01 2.23483971984e+00 5.78341351335e-05 1.04845173266e-02 2.32099210272e-10 2.32001376512e-10 1.55307999069e-09 8.58495573568e-01 5.63067314932e-01 6.92486127868e-05
9.30000000000e-01 2.16797785573e+00 5.91089638682e-05 1.04737737219e-02 2.32100089830e-10 2.32007009868e-10 1.63012826161e-09 8.34232604369e-01 5.72801012389e-01 7.28334831493e-05
9.40000000000e-01 2.10359048837e+00 6.03723902234e-05 1.04614705245e-02 2.32100936688e-10 2.32012330887e-10 1.71026904935e-09 8.12150446257e-01 5.82598390905e-01 7.64129164914e-05
9.50000000000e-01 2.04155413033e+00 6.16239907986e-05 1.04476320383e-02 2.32101752332e-10 2.32017360063e-10 1.79339062356e-09 7.91980227350e-01 5.92460304291e-01 7.99834943148e-05
9.60000000000e-01 1.98175054307e+00 6.28633717727e-05 1.04322918789e-02 2.32102538167e-10 2.32022116370e-10 1.87935689331e-09 7.73493383011e-01 6.02387616882e-01 8.35422102900e-05
9.70000000000e-01 1.92406716733e+00 6.40901662228e-05 1.04154928345e-02 2.32103295525e-10 2.32026617384e-10 1.96800880206e-09 7.56494778416e-01 6.12381203846e-01 8.70864036144e-05
9.80000000000e-01 1.86839731559e+00 6.53040319074e-05 1.03972865145e-02 2.32104025667e-10 2.32030879396e-10 2.05916625013e-09 7.40817107584e-01 6.22441951462e-01 9.06137044552e-05
9.90000000000e-01 1.81464019403e+00 6.65046494245e-05 1.03777327975e-02 2.32104729790e-10 2.32034917514e-10 2.15263048548e-09 7.26316321074e-01 6.32570757379e-01 9.41219893645e-05
1.00000000000e+00 1.76270080536e+00 6.76917206728e-05 1.03568990971e-02 2.32105409028e-10 2.32038745759e-10 2.24818688294e-09 7.12867882613e-01 6.42768530848e-01 9.76093448597e-05
1.01000000000e+00 1.71248977064e+00 6.88649675571e-05 1.03348594739e-02 2.32106064456e-10 2.32042377149e-10 2.34560801668e-09 7.00363694380e-01 6.53036192944e-01 1.01074037653e-04
1.02000000000e+00 1.66392309884e+00 7.00241308898e-05 1.03116936244e-02 2.32106697097e-10 2.32045823782e-10 2.44465692090e-09 6.88709562637e-01 6.63374676765e-01 1.04514490280e-04
1.03000000000e+00 1.61692192482e+00 7.11689694503e-05 1.02874857851e-02 2.32107307921e-10 2.32049096903e-10 2.54509043016e-09 6.77823101073e-01 6.73784927634e-01 1.07929261098e-04
1.04000000000e+00 1.57141223089e+00 7.22992591717e-05 1.02623235886e-02 2.32107897848e-10 2.32052206974e-10 2.64666249403e-09 6.67631989730e-01 6.84267903279e-01 1.11317027833e-04
1.05000000000e+00 1.52732456271e+00 7.34147924286e-05 1.02362969093e-02 2.32108467755e-10 2.32055163734e-10 2.74912736847e-09 6.58072523692e-01 6.94824574013e-01 1.14676573988e-04
1.06000000000e+00 1.48459374706e+00 7.45153774074e-05 1.02094967324e-02 2.32109018474e-10 2.32057976252e-10 2.85224259963e-09 6.49088398694e-01 7.05455922915e-01 1.18006777575e-04
1.07000000000e+00 1.44315861660e+00 7.56008375424e-05 1.01820140787e-02 2.32109550797e-10 2.32060652983e-10 2.95577173162e-09 6.40629691117e-01 7.16162946001e-01 1.21306601736e-04
1.08000000000e+00 1.40296174510e+00 7.66710110034e-05 1.01539390074e-02 2.32110065476e-10 2.32063201809e-10 3.05948668712e-09 6.32651998052e-01 7.26946652395e-01 1.24575086892e-04
1.09000000000e+00 1.36394919510e+00 7.77257502269e-05 1.01253597197e-02 2.32110563230e-10 2.32065630087e-10 3.16316978850e-09 6.25115709640e-01 7.37808064506e-01 1.27811344143e-04
1.10000000000e+00 1.32607027932e+00 7.87649214799e-05 1.00963617735e-02 2.32111044740e-10 2.32067944685e-10 3.26661540367e-09 6.17985391125e-01 7.48748218200e-01 1.31014549676e-04
1.11000000000e+00 1.28927733624e+00 7.97884044511e-05 1.00670274197e-02 2.32111510657e-10 2.32070152018e-10 3.36963121690e-09 6.11229256217e-01 7.59768162982e-01 1.34183940012e-04
1.12000000000e+00 1.25352552003e+00 8.07960918633e-05 1.00374350595e-02 2.32111961600e-10 2.32072258086e-10 3.47203913795e-09 6.04818716755e-01 7.70868962175e-01 1.37318807925e-04
1.13000000000e+00 1.21877260440e+00 8.17878891030e-05 1.00076588231e-02 2.32112398161e-10 2.32074268497e-10 3.57367587325e-09 5.98727996309e-01 7.82051693110e-01 1.40418498923e-04
1.14000000000e+00 1.18497880009e+00 8.27637138633e-05 9.97776826300e-03 2.32112820901e-10 2.32076188503e-10 3.67439319056e-09 5.92933797580e-01 7.93317447314e-01 1.43482408188e-04
1.15000000000e+00 1.15210658519e+00 8.37234957976e-05 9.94782815218e-03 2.32113230358e-10 2.32078023020e-10 3.77405791361e-09 5.87415015205e-01 8.04667330714e-01 1.46509977885e-04
1.16000000000e+00 1.12012054783e+00 8.46671761822e-05 9.91789837878e-03 2.32113627044e-10 2.32079776654e-10 3.87255168566e-09 5.82152487009e-01 8.16102463838e-01 1.49500694794e-04
1.17000000000e+00 1.08898724026e+00 8.55947075849e-05 9.88803392393e-03 2.32114011449e-10 2.32081453724e-10 3.96977054147e-09 5.77128777927e-01 8.27623982032e-01 1.52454088188e-04
1.18000000000e+00 1.05867504382e+00 8.65060535395e-05 9.85828491126e-03 2.32114384040e-10 2.32083058281e-10 4.06562432596e-09 5.72327991763e-01 8.39233035679e-01 1.55369727933e-04
1.19000000000e+00 1.02915404384e+00 8.74011882244e-05 9.82869671609e-03 2.32114745263e-10 2.32084594127e-10 4.16003599565e-09 5.67735606751e-01 8.50930790432e-01 1.58247222758e-04
1.20000000000e+00 1.00039591400e+00 8.82800961449e-05 9.79931012256e-03 2.32115095543e-10 2.32086064831e-10 4.25294083539e-09 5.63338331515e-01 8.62718427448e-01 1.61086218677e-04
